Query = geneByGene/org1/ENSG00000124209.rf
Exons file = geneByGene/org2/ENSMUSG00000027519.rf
Frequency file = geneByGene/org1/ENSG00000124209.rf.freq
-mc = 3	local = false
-ss = 1	-es = 1
-B = 5	 -b = 5Opening gap = -2	Continuing gap = -1
Similarity = 12

QID	QEXN	GID	GEXN	EX_M	EX_M%	QEX_M	QEX_M%	O_M	O_M%	TOT_M	GAP	SCORE	EVALUE
ENST00000320755	32	ENSMUST00000054588	38	30	100	0	0	0	0	30	6	67.36	2.768e-25
ENST00000368884	10	ENSMUST00000107237	10	7	87.5	1	12.5	0	0	8	0	22.73	6.675e-06
ENST00000368884	10	ENSMUST00000071664	10	6	75	2	25	0	0	8	0	20.25	7.933e-05
ENST00000368884	10	ENSMUST00000117355	9	6	85.71	1	14.29	0	0	7	1	16.84	0.002408
ENST00000368884	10	ENSMUST00000140348	6	2	50	1	25	1	25	4	4	2.291	5025
ENST00000368881	10	ENSMUST00000071664	10	7	87.5	1	12.5	0	0	8	0	22.73	6.675e-06
ENST00000368881	10	ENSMUST00000107237	10	6	75	2	25	0	0	8	0	20.25	7.933e-05
ENST00000368881	10	ENSMUST00000117355	9	7	100	0	0	0	0	7	1	19.32	0.0002026
ENST00000368881	10	ENSMUST00000140348	6	3	75	1	25	0	0	4	4	4.566	516.7
ENST00000445776	6	ENSMUST00000140348	6	2	50	2	50	0	0	4	0	8.074	15.48
ENST00000445776	6	ENSMUST00000107237	10	3	75	1	25	0	0	4	4	2.549	3882
ENST00000445776	6	ENSMUST00000071664	10	2	50	2	50	0	0	4	4	0.07366	4.614e+04
ENST00000445776	6	ENSMUST00000117355	9	2	66.67	1	33.33	0	0	3	5	-3.339	1.4e+06
ENST00000453615	3	ENSMUST00000140348	6	0	0	0	0	1	100	1	3	-5.122	8.331e+06
ENST00000453615	3	ENSMUST00000117355	9	0	0	0	0	1	100	1	6	-12.39	1.199e+10
ENST00000453615	3	ENSMUST00000071664	10	0	0	0	0	1	100	1	7	-14.28	7.909e+10
ENST00000453615	3	ENSMUST00000107237	10	0	0	0	0	1	100	1	7	-14.28	7.909e+10
ENST00000437736	6	ENSMUST00000140348	6	0	0	2	50	2	50	4	0	8.461	10.51
ENST00000437736	6	ENSMUST00000117355	9	4	100	0	0	0	0	4	3	6.181	102.7
ENST00000437736	6	ENSMUST00000071664	10	4	100	0	0	0	0	4	4	4.181	758.8
ENST00000437736	6	ENSMUST00000107237	10	4	100	0	0	0	0	4	4	4.181	758.8
ENST00000368058	30	ENSMUST00000092646	30	27	96.43	1	3.571	0	0	28	0	83.43	2.913e-32
ENST00000368058	30	ENSMUST00000020159	29	26	96.3	1	3.704	0	0	27	1	77.38	1.23e-29
ENST00000368058	30	ENSMUST00000176285	18	15	93.75	1	6.25	0	0	16	12	10.88	0.9329
ENST00000368058	30	ENSMUST00000176313	7	5	100	0	0	0	0	5	23	-30.77	1.15e+18
ENST00000368058 9(95)+10(17)	29	ENSMUST00000176502	6	4	100	0	0	0	0	4	23	-33.82	2.417e+19
ENST00000368053	21	ENSMUST00000092646	30	19	100	0	0	0	0	19	9	30.86	1.964e-09
ENST00000368053	21	ENSMUST00000020159	29	18	100	0	0	0	0	18	10	24.82	8.292e-07
ENST00000368053	21	ENSMUST00000176313	7	5	100	0	0	0	0	5	14	-12.77	1.752e+10
ENST00000368053 9(95)+10(17)	20	ENSMUST00000176502	6	4	100	0	0	0	0	4	14	-15.82	3.681e+11
ENST00000368053	21	ENSMUST00000176285	18	0	0	3	18.75	13	81.25	16	3	-16.95	1.135e+12
ENST00000368060	30	ENSMUST00000020159	29	27	100	0	0	0	0	27	1	79.22	1.948e-30
ENST00000368060	30	ENSMUST00000092646	30	27	100	0	0	0	0	27	2	74.22	2.891e-28
ENST00000368060	30	ENSMUST00000176285	18	16	100	0	0	0	0	16	12	12.73	0.1478
ENST00000368060	30	ENSMUST00000176313	7	5	100	0	0	0	0	5	23	-30.77	1.15e+18
ENST00000368060	30	ENSMUST00000176502	6	4	100	0	0	0	0	4	24	-35.82	1.786e+20
ENST00000368068	29	ENSMUST00000020159	29	27	100	0	0	0	0	27	0	82.22	9.699e-32
ENST00000368068	29	ENSMUST00000092646	30	27	100	0	0	0	0	27	1	79.22	1.948e-30
ENST00000368068	29	ENSMUST00000176285	18	16	100	0	0	0	0	16	11	15.73	0.007357
ENST00000368068	29	ENSMUST00000176313	7	5	100	0	0	0	0	5	22	-28.77	1.557e+17
ENST00000368068	29	ENSMUST00000176502	6	4	100	0	0	0	0	4	23	-33.82	2.417e+19
ENST00000354577	31	ENSMUST00000092646	30	28	100	0	0	0	0	28	1	81.27	2.52e-31
ENST00000354577	31	ENSMUST00000020159	29	27	100	0	0	0	0	27	2	76.22	3.913e-29
ENST00000354577	31	ENSMUST00000176285	18	16	100	0	0	0	0	16	13	9.725	2.968
ENST00000354577	31	ENSMUST00000176313	7	5	100	0	0	0	0	5	24	-32.77	8.498e+18
ENST00000354577 9(95)+10(17)	30	ENSMUST00000176502	6	4	100	0	0	0	0	4	24	-35.82	1.786e+20
ENST00000539158	15	ENSMUST00000176313	7	5	100	0	0	0	0	5	8	-0.7734	1.076e+05
ENST00000539158	15	ENSMUST00000020159	29	13	100	0	0	0	0	13	14	-2.411	5.534e+05
ENST00000539158	15	ENSMUST00000092646	30	13	100	0	0	0	0	13	15	-3.755	2.123e+06
ENST00000539158	15	ENSMUST00000176502	6	4	100	0	0	0	0	4	9	-5.819	1.671e+07
ENST00000539158 6(101)+7(69)	14	ENSMUST00000176285	18	2	18.18	0	0	9	81.82	11	6	-10.98	2.903e+09
ENST00000551956	9	ENSMUST00000023797	9	7	100	0	0	0	0	7	0	21.32	2.742e-05
ENST00000531341	6	ENSMUST00000125640	7	3	75	0	0	1	25	4	1	11.89	0.3421
ENST00000531341	6	ENSMUST00000025760	12	4	100	0	0	0	0	4	6	2.125	5931
ENST00000531341	6	ENSMUST00000072055	11	3	100	0	0	0	0	3	7	0.6791	2.518e+04
ENST00000356135	11	ENSMUST00000072055	11	9	100	0	0	0	0	9	0	27.41	6.208e-08
ENST00000356135	11	ENSMUST00000025760	12	9	100	0	0	0	0	9	1	25.41	4.587e-07
ENST00000356135	11	ENSMUST00000125640	7	4	100	0	0	0	0	4	6	0.1813	4.143e+04
ENST00000265689	12	ENSMUST00000025760	12	10	100	0	0	0	0	10	0	30.45	2.954e-09
ENST00000265689	12	ENSMUST00000072055	11	9	100	0	0	0	0	9	1	25.41	4.587e-07
ENST00000265689	12	ENSMUST00000125640	7	4	80	0	0	1	20	5	5	1.315	1.333e+04
ENST00000434319	6	ENSMUST00000065289	6	3	75	1	25	0	0	4	0	17.66	0.001064
ENST00000434319	6	ENSMUST00000151671	7	3	100	0	0	0	0	3	3	8.752	7.854
ENST00000396507	5	ENSMUST00000151671	7	2	66.67	0	0	1	33.33	3	2	7.635	24
ENST00000396507	5	ENSMUST00000065289	6	2	100	0	0	0	0	2	3	3.763	1153
ENST00000355690	7	ENSMUST00000065289	6	3	75	1	25	0	0	4	1	8.026	16.23
ENST00000355690	7	ENSMUST00000151671	7	3	75	0	0	1	25	4	2	7.008	44.92
ENST00000304361	6	ENSMUST00000065289	6	3	75	1	25	0	0	4	0	17.66	0.001064
ENST00000304361	6	ENSMUST00000151671	7	3	100	0	0	0	0	3	3	8.752	7.854
ENST00000350667	5	ENSMUST00000065289	6	2	66.67	1	33.33	0	0	3	1	4.981	341.1
ENST00000350667	5	ENSMUST00000151671	7	2	100	0	0	0	0	2	4	-1.909	3.352e+05
ENST00000556881	5	ENSMUST00000043915	5	2	66.67	0	0	1	33.33	3	0	6.199	100.9
ENST00000341228	6	ENSMUST00000043915	5	3	100	0	0	0	0	3	1	7.136	39.53
ENST00000424929	3	ENSMUST00000118314	3	0	0	1	100	0	0	1	0	1.203	1.492e+04
ENST00000424929	3	ENSMUST00000056502	4	0	0	1	100	0	0	1	1	-0.7973	1.102e+05
ENST00000424929	3	ENSMUST00000087879	5	0	0	1	100	0	0	1	2	-2.797	8.145e+05
ENST00000055682	4	ENSMUST00000087879	5	1	50	1	50	0	0	2	1	2.458	4250
ENST00000055682	4	ENSMUST00000118314	3	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000055682	4	ENSMUST00000056502	4	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000616200	5	ENSMUST00000087879	5	1	33.33	1	33.33	1	33.33	3	0	3.347	1747
ENST00000616200	5	ENSMUST00000056502	4	1	50	0	0	1	50	2	1	-0.06571	5.304e+04
ENST00000616200	5	ENSMUST00000118314	3	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000414241	12	ENSMUST00000102598	12	9	90	1	10	0	0	10	0	28.82	1.511e-08
ENST00000414241	12	ENSMUST00000135585	3	0	0	0	0	1	100	1	9	-16.09	4.851e+11
ENST00000490500	3	ENSMUST00000135585	3	1	100	0	0	0	0	1	0	5.062	314.5
ENST00000490500	3	ENSMUST00000102598	12	1	100	0	0	0	0	1	9	-14.95	1.552e+11
ENST00000373485	12	ENSMUST00000102598	12	10	100	0	0	0	0	10	0	30.45	2.954e-09
ENST00000373485	12	ENSMUST00000135585	3	1	100	0	0	0	0	1	9	-14.95	1.552e+11
ENST00000445722	4	ENSMUST00000135585	3	1	100	0	0	0	0	1	1	3.062	2324
ENST00000445722	4	ENSMUST00000102598	12	2	100	0	0	0	0	2	8	-9.909	9.991e+08
ENST00000373493	12	ENSMUST00000102598	12	10	100	0	0	0	0	10	0	30.45	2.954e-09
ENST00000373493	12	ENSMUST00000135585	3	1	100	0	0	0	0	1	9	-14.95	1.552e+11
ENST00000482190	7	ENSMUST00000102598	12	4	100	0	0	0	0	4	7	-1.819	3.061e+05
ENST00000482190	7	ENSMUST00000135585	3	0	0	0	0	1	100	1	4	-6.539	3.434e+07
ENST00000458695	12	ENSMUST00000102598	12	10	100	0	0	0	0	10	0	30.45	2.954e-09
ENST00000458695	12	ENSMUST00000135585	3	1	100	0	0	0	0	1	9	-12.94	2.065e+10
ENST00000463378	8	ENSMUST00000102598	12	5	100	0	0	0	0	5	6	3.227	1971
ENST00000463378	8	ENSMUST00000135585	3	0	0	0	0	1	100	1	5	-8.264	1.928e+08
ENST00000475321	7	ENSMUST00000102598	12	4	80	0	0	1	20	5	5	1.842	7875
ENST00000475321	7	ENSMUST00000135585	3	0	0	0	0	1	100	1	4	-8.111	1.655e+08
ENST00000479918	5	ENSMUST00000002837	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000479918	5	ENSMUST00000117759	3	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000479918	5	ENSMUST00000119437	3	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000479918	5	ENSMUST00000061203	3	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000479918	5	ENSMUST00000118036	3	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000370282	4	ENSMUST00000002837	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000370282	4	ENSMUST00000117759	3	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000370282	4	ENSMUST00000119437	3	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000370282	4	ENSMUST00000061203	3	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000370282	4	ENSMUST00000118036	3	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000370280	3	ENSMUST00000117759	3	1	100	0	0	0	0	1	0	3.045	2363
ENST00000370280	3	ENSMUST00000119437	3	1	100	0	0	0	0	1	0	3.045	2363
ENST00000370280	3	ENSMUST00000061203	3	1	100	0	0	0	0	1	0	3.045	2363
ENST00000370280	3	ENSMUST00000118036	3	1	100	0	0	0	0	1	0	3.045	2363
ENST00000370280	3	ENSMUST00000002837	4	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000613913	9	ENSMUST00000167751	9	5	71.43	2	28.57	0	0	7	0	30.3	3.441e-09
ENST00000613913	9	ENSMUST00000102944	9	5	71.43	1	14.29	1	14.29	7	0	26.3	1.883e-07
ENST00000613913	9	ENSMUST00000132631	4	0	0	2	100	0	0	2	5	-7.261	7.072e+07
ENST00000353704	9	ENSMUST00000102944	9	5	71.43	2	28.57	0	0	7	0	30.6	2.541e-09
ENST00000353704	9	ENSMUST00000167751	9	5	71.43	0	0	2	28.57	7	0	25.36	4.828e-07
ENST00000353704	9	ENSMUST00000132631	4	1	50	1	50	0	0	2	5	-5.542	1.267e+07
ENST00000231004	7	ENSMUST00000025409	7	5	100	0	0	0	0	5	0	15.23	0.01211
ENST00000231004	7	ENSMUST00000171470	8	5	100	0	0	0	0	5	1	13.23	0.08949
ENST00000395869	6	ENSMUST00000079784	7	4	100	0	0	0	0	4	1	10.18	1.881
ENST00000395869	6	ENSMUST00000124267	7	4	100	0	0	0	0	4	1	10.18	1.881
ENST00000395869	6	ENSMUST00000136695	7	4	100	0	0	0	0	4	1	10.18	1.881
ENST00000395869	6	ENSMUST00000200011	6	3	100	0	0	0	0	3	2	5.136	292.1
ENST00000431168	4	ENSMUST00000200011	6	0	0	0	0	2	100	2	2	-3.428	1.53e+06
ENST00000431168	4	ENSMUST00000079784	7	0	0	0	0	2	100	2	3	-5.562	1.294e+07
ENST00000431168	4	ENSMUST00000124267	7	0	0	0	0	2	100	2	3	-5.78	1.608e+07
ENST00000431168	4	ENSMUST00000136695	7	0	0	0	0	2	100	2	3	-5.78	1.608e+07
ENST00000292327	7	ENSMUST00000079784	7	4	80	1	20	0	0	5	0	13.38	0.07646
ENST00000292327	7	ENSMUST00000124267	7	4	80	1	20	0	0	5	0	13.38	0.07646
ENST00000292327	7	ENSMUST00000136695	7	4	80	1	20	0	0	5	0	13.38	0.07646
ENST00000292327	7	ENSMUST00000200011	6	3	100	0	0	0	0	3	3	3.136	2158
ENST00000370272	3	ENSMUST00000031190	3	1	100	0	0	0	0	1	0	4.701	451.3
ENST00000370267	4	ENSMUST00000031190	3	1	100	0	0	0	0	1	1	2.701	3335
ENST00000409959	35	ENSMUST00000191758	35	28	84.85	4	12.12	1	3.03	33	0	90.09	3.731e-35
ENST00000409959	35	ENSMUST00000192095	34	29	90.62	2	6.25	1	3.125	32	1	85.99	2.253e-33
ENST00000409959	35	ENSMUST00000052342	34	27	84.38	4	12.5	1	3.125	32	1	83.04	4.282e-32
ENST00000409663	35	ENSMUST00000191758	35	29	87.88	3	9.091	1	3.03	33	0	91.72	7.293e-36
ENST00000409663	35	ENSMUST00000192095	34	30	93.75	1	3.125	1	3.125	32	1	87.62	4.404e-34
ENST00000409663	35	ENSMUST00000052342	34	28	87.5	3	9.375	1	3.125	32	1	84.67	8.369e-33
ENST00000240487	29	ENSMUST00000191758	35	22	81.48	4	14.81	1	3.704	27	6	53.81	2.111e-19
ENST00000240487	29	ENSMUST00000192095	34	23	88.46	2	7.692	1	3.846	26	7	50.71	4.69e-18
ENST00000240487	29	ENSMUST00000052342	34	21	80.77	4	15.38	1	3.846	26	7	47.77	8.913e-17
ENST00000610583	1	ENSMUST00000195823	4	0	0	0	0	1	100	1	3	-5.496	1.211e+07
ENST00000517434	4	ENSMUST00000195823	4	2	100	0	0	0	0	2	0	9.763	2.858
ENST00000359600	14	ENSMUST00000044823	14	12	100	0	0	0	0	12	0	36.54	6.687e-12
ENST00000446731	5	ENSMUST00000092143	7	3	100	0	0	0	0	3	2	5.136	292.1
ENST00000446731	5	ENSMUST00000130950	3	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000535239	7	ENSMUST00000092143	7	4	80	1	20	0	0	5	0	12.67	0.1565
ENST00000535239	7	ENSMUST00000130950	3	1	100	0	0	0	0	1	4	-4.955	7.044e+06
ENST00000355192	6	ENSMUST00000092143	7	4	100	0	0	0	0	4	1	10.18	1.881
ENST00000355192	6	ENSMUST00000130950	3	1	100	0	0	0	0	1	3	-2.955	9.533e+05
ENST00000540804	5	ENSMUST00000092143	7	3	100	0	0	0	0	3	2	5.136	292.1
ENST00000540804	5	ENSMUST00000130950	3	0	0	1	100	0	0	1	2	-3.589	1.798e+06
ENST00000538045	6	ENSMUST00000092143	7	3	75	1	25	0	0	4	1	7.623	24.3
ENST00000538045	6	ENSMUST00000130950	3	0	0	1	100	0	0	1	3	-5.589	1.328e+07
ENST00000535664	8	ENSMUST00000092143	7	4	80	1	20	0	0	5	1	10.67	1.156
ENST00000535664	8	ENSMUST00000130950	3	1	100	0	0	0	0	1	5	-6.955	5.205e+07
ENST00000614640	7	ENSMUST00000092143	7	4	80	1	20	0	0	5	0	12.67	0.1565
ENST00000614640	7	ENSMUST00000130950	3	1	100	0	0	0	0	1	4	-4.955	7.044e+06
ENST00000541189	6	ENSMUST00000092143	7	4	100	0	0	0	0	4	1	10.18	1.881
ENST00000541189	6	ENSMUST00000130950	3	1	100	0	0	0	0	1	3	-2.955	9.533e+05
ENST00000308259	7	ENSMUST00000092143	7	4	80	1	20	0	0	5	0	12.67	0.1565
ENST00000308259	7	ENSMUST00000130950	3	1	100	0	0	0	0	1	4	-4.955	7.044e+06
ENST00000409414	2	ENSMUST00000043379	2	0	0	1	50	1	50	2	0	-0.828	1.137e+05
ENST00000409414	2	ENSMUST00000114356	2	0	0	0	0	2	100	2	0	-2.791	8.095e+05
ENST00000409414	2	ENSMUST00000186719	1	0	0	0	0	1	100	1	1	-3.361	1.431e+06
ENST00000557362	4	ENSMUST00000019441	10	2	100	0	0	0	0	2	6	-2.31	5.003e+05
ENST00000267425	10	ENSMUST00000019441	10	8	100	0	0	0	0	8	0	39.48	3.541e-13
ENST00000396802	10	ENSMUST00000019441	10	6	75	0	0	2	25	8	0	29.27	9.667e-09
ENST00000259456	5	ENSMUST00000071096	5	1	33.33	1	33.33	1	33.33	3	0	4.281	686.5
ENST00000259456	5	ENSMUST00000107764	4	1	50	0	0	1	50	2	1	0.5772	2.788e+04
ENST00000616898	4	ENSMUST00000107764	4	1	50	0	0	1	50	2	0	2.577	3774
ENST00000616898	4	ENSMUST00000071096	5	1	50	0	0	1	50	2	1	0.5772	2.788e+04
ENST00000538808	13	ENSMUST00000118366	12	10	100	0	0	0	0	10	1	28.45	2.182e-08
ENST00000538808	13	ENSMUST00000095427	12	9	90	0	0	1	10	10	1	24.62	1.011e-06
ENST00000538808	13	ENSMUST00000153658	6	4	100	0	0	0	0	4	7	-1.819	3.061e+05
ENST00000418541	9	ENSMUST00000118366	12	5	71.43	1	14.29	1	14.29	7	3	9.649	3.204
ENST00000418541	9	ENSMUST00000095427	12	4	57.14	1	14.29	2	28.57	7	3	5.813	148.4
ENST00000418541	9	ENSMUST00000153658	6	0	0	2	50	2	50	4	3	1.832	7950
ENST00000373616	12	ENSMUST00000118366	12	10	100	0	0	0	0	10	0	30.45	2.954e-09
ENST00000373616	12	ENSMUST00000095427	12	9	90	0	0	1	10	10	0	26.62	1.368e-07
ENST00000373616	12	ENSMUST00000153658	6	4	100	0	0	0	0	4	6	0.1813	4.143e+04
ENST00000373627	12	ENSMUST00000095427	12	10	100	0	0	0	0	10	0	30.45	2.954e-09
ENST00000373627	12	ENSMUST00000118366	12	9	90	0	0	1	10	10	0	26.62	1.368e-07
ENST00000373627	12	ENSMUST00000153658	6	4	100	0	0	0	0	4	6	0.1813	4.143e+04
ENST00000460219	11	ENSMUST00000118366	12	9	100	0	0	0	0	9	1	25.41	4.587e-07
ENST00000460219	11	ENSMUST00000095427	12	8	88.89	0	0	1	11.11	9	1	21.57	2.125e-05
ENST00000460219	11	ENSMUST00000153658	6	4	100	0	0	0	0	4	5	2.181	5607
ENST00000310521	3	ENSMUST00000164082	3	1	33.33	0	0	2	66.67	3	0	2.612	3644
ENST00000310521	3	ENSMUST00000035243	2	0	0	1	50	1	50	2	1	-1.763	2.896e+05
ENST00000310521	3	ENSMUST00000165569	3	0	0	0	0	3	100	3	0	-2.337	5.142e+05
ENST00000310521	3	ENSMUST00000169658	2	0	0	0	0	2	100	2	1	-2.433	5.66e+05
ENST00000378966	2	ENSMUST00000169658	2	0	0	0	0	2	100	2	0	-1.607	2.476e+05
ENST00000378966	2	ENSMUST00000035243	2	0	0	0	0	2	100	2	0	-1.614	2.494e+05
ENST00000378966	2	ENSMUST00000165569	3	0	0	0	0	2	100	2	1	-3.604	1.825e+06
ENST00000378966	2	ENSMUST00000164082	3	0	0	0	0	2	100	2	1	-3.607	1.83e+06
ENST00000533564	2	ENSMUST00000169658	2	0	0	0	0	2	100	2	0	-1.21	1.666e+05
ENST00000533564	2	ENSMUST00000165569	3	0	0	1	50	1	50	2	1	-2.224	4.592e+05
ENST00000533564	2	ENSMUST00000035243	2	0	0	0	0	2	100	2	0	-2.464	5.838e+05
ENST00000533564	2	ENSMUST00000164082	3	0	0	0	0	2	100	2	1	-3.171	1.184e+06
ENST00000610924	3	ENSMUST00000164082	3	1	33.33	0	0	2	66.67	3	0	1.69	9162
ENST00000610924	3	ENSMUST00000165569	3	0	0	0	0	3	100	3	0	-1.456	2.13e+05
ENST00000610924	3	ENSMUST00000035243	2	0	0	1	50	1	50	2	1	-1.763	2.896e+05
ENST00000610924	3	ENSMUST00000169658	2	0	0	0	0	2	100	2	1	-3.04	1.039e+06
ENST00000474732	3	ENSMUST00000149800	5	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000474732	3	ENSMUST00000085169	15	1	100	0	0	0	0	1	12	-20.95	6.259e+13
ENST00000474732	3	ENSMUST00000035129	16	1	100	0	0	0	0	1	13	-22.95	4.625e+14
ENST00000493838	14	ENSMUST00000035129	16	12	100	0	0	0	0	12	2	32.54	3.651e-10
ENST00000493838	14	ENSMUST00000085169	15	11	100	0	0	0	0	11	3	27.5	5.67e-08
ENST00000493838	14	ENSMUST00000149800	5	2	66.67	0	0	1	33.33	3	9	-13.31	2.993e+10
ENST00000497173	3	ENSMUST00000149800	5	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000497173	3	ENSMUST00000085169	15	1	100	0	0	0	0	1	12	-20.95	6.259e+13
ENST00000497173	3	ENSMUST00000035129	16	1	100	0	0	0	0	1	13	-22.95	4.625e+14
ENST00000398015	16	ENSMUST00000035129	16	14	100	0	0	0	0	14	0	42.63	1.514e-14
ENST00000398015	16	ENSMUST00000085169	15	13	100	0	0	0	0	13	1	36.59	6.391e-12
ENST00000398015	16	ENSMUST00000149800	5	3	100	0	0	0	0	3	11	-12.86	1.918e+10
ENST00000460895	4	ENSMUST00000149800	5	1	100	0	0	0	0	1	3	-2.955	9.533e+05
ENST00000460895	4	ENSMUST00000085169	15	1	50	1	50	0	0	2	11	-18.62	6.032e+12
ENST00000460895	4	ENSMUST00000035129	16	1	50	1	50	0	0	2	12	-20.62	4.457e+13
ENST00000473867	5	ENSMUST00000149800	5	0	0	0	0	3	100	3	0	-2.334	5.125e+05
ENST00000473867	5	ENSMUST00000085169	15	1	33.33	0	0	2	66.67	3	10	-17.23	1.508e+12
ENST00000473867	5	ENSMUST00000035129	16	1	33.33	0	0	2	66.67	3	11	-19.23	1.114e+13
ENST00000558569	2	ENSMUST00000021641	2	0	0	0	0	2	100	2	0	-0.9505	1.285e+05
ENST00000240587	2	ENSMUST00000021641	2	0	0	0	0	2	100	2	0	-0.943	1.275e+05
ENST00000539672	5	ENSMUST00000128082	4	1	50	0	0	1	50	2	1	4.632	483.3
ENST00000539672	5	ENSMUST00000129694	5	1	50	0	0	1	50	2	2	1.566	1.037e+04
ENST00000539672	5	ENSMUST00000141504	6	0	0	0	0	3	100	3	1	-0.9014	1.223e+05
ENST00000539672	5	ENSMUST00000123912	3	0	0	1	100	0	0	1	2	-0.9314	1.261e+05
ENST00000539672	5	ENSMUST00000111803	15	0	0	2	66.67	1	33.33	3	10	-17.55	2.077e+12
ENST00000542432	5	ENSMUST00000128082	4	1	50	0	0	1	50	2	1	4.632	483.3
ENST00000542432	5	ENSMUST00000129694	5	1	50	0	0	1	50	2	2	1.566	1.037e+04
ENST00000542432	5	ENSMUST00000123912	3	0	0	1	100	0	0	1	2	-0.9314	1.261e+05
ENST00000542432	5	ENSMUST00000141504	6	0	0	0	0	3	100	3	1	-1.678	2.66e+05
ENST00000542432	5	ENSMUST00000111803	15	0	0	2	66.67	1	33.33	3	10	-16.88	1.063e+12
ENST00000421138	16	ENSMUST00000111803	15	12	92.31	1	7.692	0	0	13	1	35.25	2.443e-11
ENST00000421138	16	ENSMUST00000100832	16	12	92.31	1	7.692	0	0	13	2	32.25	4.907e-10
ENST00000421138	16	ENSMUST00000032370	16	12	92.31	1	7.692	0	0	13	2	32.25	4.907e-10
ENST00000421138	16	ENSMUST00000141504	6	3	100	0	0	0	0	3	12	-14.86	1.417e+11
ENST00000421138	16	ENSMUST00000129694	5	2	66.67	0	0	1	33.33	3	11	-16.7	8.884e+11
ENST00000536240	4	ENSMUST00000128082	4	1	50	0	0	1	50	2	0	6.632	65.41
ENST00000536240	4	ENSMUST00000129694	5	1	50	0	0	1	50	2	1	3.566	1404
ENST00000536240	4	ENSMUST00000123912	3	0	0	1	100	0	0	1	1	1.069	1.706e+04
ENST00000536240	4	ENSMUST00000141504	6	0	0	0	0	2	100	2	2	-2.912	9.134e+05
ENST00000536240	4	ENSMUST00000111803	15	1	50	0	0	1	50	2	11	-18.68	6.43e+12
ENST00000444129	15	ENSMUST00000111803	15	12	92.31	0	0	1	7.692	13	0	36.82	5.076e-12
ENST00000444129	15	ENSMUST00000100832	16	12	92.31	0	0	1	7.692	13	1	33.82	1.019e-10
ENST00000444129	15	ENSMUST00000032370	16	12	92.31	0	0	1	7.692	13	1	33.82	1.019e-10
ENST00000444129	15	ENSMUST00000141504	6	3	100	0	0	0	0	3	11	-12.86	1.918e+10
ENST00000444129	15	ENSMUST00000129694	5	2	66.67	0	0	1	33.33	3	10	-14.7	1.202e+11
ENST00000314748	7	ENSMUST00000129694	5	2	66.67	0	0	1	33.33	3	2	6.628	65.69
ENST00000314748	7	ENSMUST00000128082	4	1	50	0	0	1	50	2	3	0.6323	2.639e+04
ENST00000314748	7	ENSMUST00000141504	6	0	0	0	0	4	100	4	1	-2.356	5.237e+05
ENST00000314748	7	ENSMUST00000123912	3	0	0	1	100	0	0	1	4	-4.931	6.882e+06
ENST00000314748	7	ENSMUST00000111803	15	3	75	0	0	1	25	4	10	-10.59	1.97e+09
ENST00000536964	4	ENSMUST00000128082	4	1	50	0	0	1	50	2	0	6.632	65.41
ENST00000536964	4	ENSMUST00000129694	5	1	50	0	0	1	50	2	1	3.566	1404
ENST00000536964	4	ENSMUST00000123912	3	0	0	1	100	0	0	1	1	1.069	1.706e+04
ENST00000536964	4	ENSMUST00000141504	6	0	0	0	0	2	100	2	2	-2.912	9.134e+05
ENST00000536964	4	ENSMUST00000111803	15	1	50	0	0	1	50	2	11	-18.68	6.43e+12
ENST00000396093	7	ENSMUST00000129694	5	2	66.67	0	0	1	33.33	3	2	6.628	65.69
ENST00000396093	7	ENSMUST00000128082	4	1	50	0	0	1	50	2	3	0.6323	2.639e+04
ENST00000396093	7	ENSMUST00000141504	6	0	0	0	0	4	100	4	1	-2.356	5.237e+05
ENST00000396093	7	ENSMUST00000123912	3	0	0	1	100	0	0	1	4	-4.931	6.882e+06
ENST00000396093	7	ENSMUST00000111803	15	3	75	1	25	0	0	4	10	-9.16	4.721e+08
ENST00000506442	9	ENSMUST00000072835	10	7	100	0	0	0	0	7	1	19.32	0.0002026
ENST00000512261	11	ENSMUST00000072835	10	8	100	0	0	0	0	8	1	22.36	9.64e-06
ENST00000395557	10	ENSMUST00000072835	10	8	100	0	0	0	0	8	0	24.36	1.305e-06
ENST00000379611	10	ENSMUST00000072835	10	8	100	0	0	0	0	8	0	24.36	1.305e-06
