Query = geneByGene/org2/ENSMUSG00000027519.rf
Exons file = geneByGene/org1/ENSG00000124209.rf
Frequency file = geneByGene/org2/ENSMUSG00000027519.rf.freq
-mc = 3	local = false
-ss = 1	-es = 1
-B = 5	 -b = 5Opening gap = -2	Continuing gap = -1
Similarity = 12

QID	QEXN	GID	GEXN	EX_M	EX_M%	QEX_M	QEX_M%	O_M	O_M%	TOT_M	GAP	SCORE	EVALUE
ENSMUST00000190724	5	ENST00000409840	10	3	100	0	0	0	0	3	5	-0.864	1.891e+05
ENSMUST00000059596	1	ENST00000390658	1	0	0	0	0	1	100	1	0	-1.411	3.267e+05
ENSMUST00000034022	4	ENST00000296504	4	2	100	0	0	0	0	2	0	6.091	180.5
ENSMUST00000149579	5	ENST00000444620	5	2	66.67	1	33.33	0	0	3	0	6.981	74.1
ENSMUST00000149579	5	ENST00000418304	16	0	0	1	33.33	2	66.67	3	11	-17.61	3.549e+12
ENSMUST00000149579	5	ENST00000349213	23	2	66.67	1	33.33	0	0	3	18	-29.02	3.195e+17
ENSMUST00000149579	5	ENST00000264183	24	2	66.67	1	33.33	0	0	3	19	-31.02	2.361e+18
ENSMUST00000149579	5	ENST00000366603	24	2	66.67	1	33.33	0	0	3	19	-31.02	2.361e+18
ENSMUST00000110534	24	ENST00000264183	24	19	86.36	3	13.64	0	0	22	0	61.58	1.442e-22
ENSMUST00000110534	24	ENST00000366603	24	19	86.36	3	13.64	0	0	22	0	61.58	1.442e-22
ENSMUST00000110534	24	ENST00000349213	23	19	90.48	2	9.524	0	0	21	1	57.16	1.19e-20
ENSMUST00000110534	24	ENST00000418304	16	13	92.86	1	7.143	0	0	14	8	43.43	1.101e-14
ENSMUST00000110534	24	ENST00000444620	5	2	66.67	1	33.33	0	0	3	19	-31.02	2.361e+18
ENSMUST00000110536	23	ENST00000349213	23	19	90.48	2	9.524	0	0	21	0	60.16	5.923e-22
ENSMUST00000110536	23	ENST00000264183	24	19	90.48	2	9.524	0	0	21	1	57.16	1.19e-20
ENSMUST00000110536	23	ENST00000366603	24	19	90.48	2	9.524	0	0	21	1	57.16	1.19e-20
ENSMUST00000110536	23	ENST00000418304	16	13	92.86	1	7.143	0	0	14	7	46.43	5.48e-16
ENSMUST00000110536	23	ENST00000444620	5	2	66.67	1	33.33	0	0	3	18	-29.02	3.195e+17
ENSMUST00000110533	15	ENST00000418304	16	13	100	0	0	0	0	13	1	61.07	2.395e-22
ENSMUST00000110533	15	ENST00000349213	23	13	100	0	0	0	0	13	8	15.59	0.01353
ENSMUST00000110533	15	ENST00000264183	24	13	100	0	0	0	0	13	9	12.59	0.2717
ENSMUST00000110533	15	ENST00000366603	24	13	100	0	0	0	0	13	9	12.59	0.2717
ENSMUST00000110533	15	ENST00000444620	5	0	0	1	33.33	2	66.67	3	10	-16.68	1.404e+12
ENSMUST00000129488	17	ENST00000418304	16	13	92.86	1	7.143	0	0	14	1	64.43	8.347e-24
ENSMUST00000129488	17	ENST00000349213	23	14	93.33	1	6.667	0	0	15	6	26.05	3.884e-07
ENSMUST00000129488	17	ENST00000264183	24	14	93.33	1	6.667	0	0	15	7	23.05	7.801e-06
ENSMUST00000129488	17	ENST00000366603	24	14	93.33	1	6.667	0	0	15	7	23.05	7.801e-06
ENSMUST00000129488	17	ENST00000444620	5	0	0	1	33.33	2	66.67	3	12	-20.68	7.666e+13
ENSMUST00000039538	23	ENST00000349213	23	19	90.48	2	9.524	0	0	21	0	60.16	5.923e-22
ENSMUST00000039538	23	ENST00000264183	24	19	90.48	2	9.524	0	0	21	1	57.16	1.19e-20
ENSMUST00000039538	23	ENST00000366603	24	19	90.48	2	9.524	0	0	21	1	57.16	1.19e-20
ENSMUST00000039538	23	ENST00000418304	16	13	92.86	1	7.143	0	0	14	7	46.43	5.48e-16
ENSMUST00000039538	23	ENST00000444620	5	2	66.67	1	33.33	0	0	3	18	-29.02	3.195e+17
ENSMUST00000024981	5	ENST00000382710	5	3	100	0	0	0	0	3	0	9.136	8.587
ENSMUST00000024981	5	ENST00000248098	5	3	100	0	0	0	0	3	0	9.136	8.587
ENSMUST00000024981	5	ENST00000566691	5	3	100	0	0	0	0	3	0	9.136	8.587
ENSMUST00000024981	5	ENST00000566742	6	3	100	0	0	0	0	3	1	7.136	63.45
ENSMUST00000024981	5	ENST00000562684	6	3	100	0	0	0	0	3	1	7.136	63.45
ENSMUST00000077340	11	ENST00000295640	11	9	100	0	0	0	0	9	0	27.41	9.964e-08
ENSMUST00000077340	11	ENST00000367286	10	8	100	0	0	0	0	8	1	22.36	1.547e-05
ENSMUST00000077340	11	ENST00000447312	8	6	100	0	0	0	0	6	3	12.27	0.3732
ENSMUST00000077340	11	ENST00000449524	4	2	100	0	0	0	0	2	7	-7.909	2.17e+08
ENSMUST00000074357	10	ENST00000367286	10	8	100	0	0	0	0	8	0	24.36	2.094e-06
ENSMUST00000074357	10	ENST00000295640	11	8	100	0	0	0	0	8	1	22.36	1.547e-05
ENSMUST00000074357	10	ENST00000447312	8	5	100	0	0	0	0	5	4	7.227	57.95
ENSMUST00000074357	10	ENST00000449524	4	2	100	0	0	0	0	2	6	-5.909	2.937e+07
ENSMUST00000077687	15	ENST00000409187	15	11	84.62	1	7.692	1	7.692	13	0	34.57	7.713e-11
ENSMUST00000077687	15	ENST00000283233	14	10	83.33	1	8.333	1	8.333	12	1	29.53	1.198e-08
ENSMUST00000077687	15	ENST00000409889	7	3	60	1	20	1	20	5	8	-5.791	2.609e+07
ENSMUST00000155435	7	ENST00000280352	6	4	100	0	0	0	0	4	1	17.81	0.001462
ENSMUST00000155435	7	ENST00000420986	6	4	100	0	0	0	0	4	1	17.81	0.001462
ENSMUST00000155435	7	ENST00000393047	6	4	100	0	0	0	0	4	1	17.81	0.001462
ENSMUST00000155435	7	ENST00000532163	6	3	75	0	0	1	25	4	1	8.52	15.89
ENSMUST00000155435	7	ENST00000525785	6	3	75	0	0	1	25	4	1	8.52	15.89
ENSMUST00000145139	5	ENST00000280352	6	3	100	0	0	0	0	3	1	7.136	63.45
ENSMUST00000145139	5	ENST00000420986	6	3	100	0	0	0	0	3	1	7.136	63.45
ENSMUST00000145139	5	ENST00000393047	6	3	100	0	0	0	0	3	1	7.136	63.45
ENSMUST00000145139	5	ENST00000532163	6	2	66.67	0	0	1	33.33	3	1	3.458	2510
ENSMUST00000145139	5	ENST00000525785	6	2	66.67	0	0	1	33.33	3	1	3.458	2510
ENSMUST00000171462	7	ENST00000280352	6	4	100	0	0	0	0	4	1	10.18	3.019
ENSMUST00000171462	7	ENST00000420986	6	4	100	0	0	0	0	4	1	10.18	3.019
ENSMUST00000171462	7	ENST00000393047	6	4	100	0	0	0	0	4	1	10.18	3.019
ENSMUST00000171462	7	ENST00000532163	6	3	75	0	0	1	25	4	1	6.504	119.4
ENSMUST00000171462	7	ENST00000525785	6	3	75	0	0	1	25	4	1	6.504	119.4
ENSMUST00000147671	6	ENST00000280352	6	4	100	0	0	0	0	4	0	19.81	0.0001979
ENSMUST00000147671	6	ENST00000420986	6	4	100	0	0	0	0	4	0	19.81	0.0001979
ENSMUST00000147671	6	ENST00000393047	6	4	100	0	0	0	0	4	0	19.81	0.0001979
ENSMUST00000147671	6	ENST00000532163	6	3	75	0	0	1	25	4	0	10.52	2.151
ENSMUST00000147671	6	ENST00000525785	6	3	75	0	0	1	25	4	0	10.52	2.151
ENSMUST00000131351	6	ENST00000280352	6	4	100	0	0	0	0	4	0	12.18	0.4086
ENSMUST00000131351	6	ENST00000420986	6	4	100	0	0	0	0	4	0	12.18	0.4086
ENSMUST00000131351	6	ENST00000393047	6	4	100	0	0	0	0	4	0	12.18	0.4086
ENSMUST00000131351	6	ENST00000532163	6	3	75	0	0	1	25	4	0	8.504	16.16
ENSMUST00000131351	6	ENST00000525785	6	3	75	0	0	1	25	4	0	8.504	16.16
ENSMUST00000052478	2	ENST00000325870	2	0	0	0	0	2	100	2	0	0.5685	4.515e+04
ENSMUST00000042771	32	ENST00000361757	32	24	80	5	16.67	1	3.333	30	0	78.64	5.595e-30
ENSMUST00000042771	32	ENST00000587024	32	23	76.67	5	16.67	2	6.667	30	0	75.2	1.744e-28
ENSMUST00000042771	32	ENST00000438103	29	22	81.48	5	18.52	0	0	27	3	64.22	1.027e-23
ENSMUST00000042771	32	ENST00000590998	5	2	66.67	0	0	1	33.33	3	27	-48.58	9.961e+25
ENSMUST00000042771	32	ENST00000590176	5	2	66.67	0	0	1	33.33	3	27	-48.58	9.961e+25
ENSMUST00000126590	3	ENST00000409985	4	1	100	0	0	0	0	1	1	2.989	4012
ENSMUST00000126590	3	ENST00000424766	5	1	100	0	0	0	0	1	2	0.9891	2.965e+04
ENSMUST00000126590	3	ENST00000374826	5	1	100	0	0	0	0	1	2	0.9891	2.965e+04
ENSMUST00000126590	3	ENST00000446877	3	0	0	0	0	1	100	1	0	-0.2808	1.056e+05
ENSMUST00000126590	3	ENST00000618056	6	1	100	0	0	0	0	1	3	-1.011	2.191e+05
ENSMUST00000126412	3	ENST00000446877	3	0	0	2	66.67	1	33.33	3	0	3.458	2510
ENSMUST00000126412	3	ENST00000452382	4	0	0	0	0	3	100	3	1	-2.351	8.364e+05
ENSMUST00000126412	3	ENST00000420421	2	0	0	0	0	2	100	2	1	-3.335	2.238e+06
ENSMUST00000126412	3	ENST00000424766	5	0	0	0	0	3	100	3	2	-3.819	3.631e+06
ENSMUST00000126412	3	ENST00000409985	4	0	0	0	0	3	100	3	1	-3.992	4.318e+06
ENSMUST00000027267	13	ENST00000441310	13	9	69.23	1	7.692	3	23.08	13	0	25.91	4.444e-07
ENSMUST00000027267	13	ENST00000447232	12	9	75	0	0	3	25	12	1	23	8.156e-06
ENSMUST00000027267	13	ENST00000409823	12	8	66.67	1	8.333	3	25	12	1	20.74	7.867e-05
ENSMUST00000027267	13	ENST00000624204	12	8	66.67	1	8.333	3	25	12	1	20.56	9.365e-05
ENSMUST00000027267	13	ENST00000432292	11	7	63.64	1	9.091	3	27.27	11	2	15.52	0.01454
ENSMUST00000133358	2	ENST00000420421	2	0	0	0	0	2	100	2	0	1.926	1.162e+04
ENSMUST00000133358	2	ENST00000452382	4	0	0	1	50	1	50	2	2	0.09018	7.284e+04
ENSMUST00000133358	2	ENST00000409985	4	0	0	0	0	2	100	2	2	-2.217	7.314e+05
ENSMUST00000133358	2	ENST00000446877	3	0	0	1	50	1	50	2	1	-2.457	9.298e+05
ENSMUST00000133358	2	ENST00000424766	5	0	0	0	0	2	100	2	3	-4.217	5.405e+06
ENSMUST00000135246	11	ENST00000447232	12	7	70	1	10	2	20	10	3	31.99	1.017e-09
ENSMUST00000135246	11	ENST00000441310	13	7	70	0	0	3	30	10	4	28.38	3.754e-08
ENSMUST00000135246	11	ENST00000409823	12	4	40	1	10	5	50	10	3	18.41	0.000807
ENSMUST00000135246	11	ENST00000418224	11	4	40	1	10	5	50	10	2	17.81	0.001474
ENSMUST00000135246	11	ENST00000624204	12	6	66.67	0	0	3	33.33	9	5	17.12	0.002926
ENSMUST00000128337	4	ENST00000424766	5	2	50	0	0	2	50	4	1	9.59	5.453
ENSMUST00000128337	4	ENST00000409985	4	2	50	0	0	2	50	4	0	9.381	6.72
ENSMUST00000128337	4	ENST00000374826	5	2	50	0	0	2	50	4	1	8.16	22.78
ENSMUST00000128337	4	ENST00000618056	6	2	50	0	0	2	50	4	2	6.104	178
ENSMUST00000128337	4	ENST00000452382	4	0	0	0	0	4	100	4	0	-0.7518	1.691e+05
ENSMUST00000107884	3	ENST00000436428	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000039476	40	ENST00000368194	41	34	89.47	2	5.263	2	5.263	38	1	100.7	1.412e-39
ENSMUST00000039476	40	ENST00000361409	40	33	89.19	2	5.405	2	5.405	37	2	93.7	1.62e-36
ENSMUST00000129113	39	ENST00000361409	40	32	86.49	3	8.108	2	5.405	37	1	96.06	1.518e-37
ENSMUST00000129113	39	ENST00000368194	41	32	86.49	3	8.108	2	5.405	37	2	92.06	8.289e-36
ENSMUST00000034316	10	ENST00000366624	10	7	87.5	0	0	1	12.5	8	0	36.4	1.241e-11
ENSMUST00000034316	10	ENST00000366623	6	4	100	0	0	0	0	4	4	11.45	0.8465
ENSMUST00000034316	10	ENST00000366622	4	1	50	0	0	1	50	2	6	-5.106	1.315e+07
ENSMUST00000028083	8	ENST00000259457	8	6	100	0	0	0	0	6	0	18.27	0.000925
ENSMUST00000028083	8	ENST00000441097	7	4	80	0	0	1	20	5	1	9.87	4.122
ENSMUST00000022586	10	ENST00000379161	10	6	75	2	25	0	0	8	0	19.73	0.0002148
ENSMUST00000086563	6	ENST00000375119	5	2	40	0	0	3	60	5	1	3.251	3089
ENSMUST00000086563	6	ENST00000375117	5	2	40	0	0	3	60	5	1	1.444	1.881e+04
ENSMUST00000086563	6	ENST00000611338	8	2	33.33	1	16.67	3	50	6	2	0.7842	3.639e+04
ENSMUST00000086563	6	ENST00000455506	3	1	33.33	0	0	2	66.67	3	3	-2.389	8.694e+05
ENSMUST00000086563	6	ENST00000375118	2	0	0	0	0	2	100	2	4	-9.129	7.35e+08
ENSMUST00000030015	5	ENST00000375119	5	2	40	0	0	3	60	5	0	6.018	194.1
ENSMUST00000030015	5	ENST00000375117	5	2	40	0	0	3	60	5	0	2.721	5245
ENSMUST00000030015	5	ENST00000611338	8	2	40	1	20	2	40	5	3	0.2511	6.201e+04
ENSMUST00000030015	5	ENST00000455506	3	1	33.33	0	0	2	66.67	3	2	-1.371	3.139e+05
ENSMUST00000030015	5	ENST00000375118	2	0	0	1	50	1	50	2	3	-5.441	1.839e+07
ENSMUST00000194193	3	ENST00000441358	4	0	0	1	100	0	0	1	1	0.1337	6.974e+04
ENSMUST00000194193	3	ENST00000457777	4	0	0	1	100	0	0	1	1	-0.004862	8.01e+04
ENSMUST00000194193	3	ENST00000424639	6	0	0	1	100	0	0	1	3	-4.005	4.374e+06
ENSMUST00000194193	3	ENST00000361588	8	0	0	1	100	0	0	1	5	-8.005	2.388e+08
ENSMUST00000194193	3	ENST00000329117	14	0	0	1	100	0	0	1	11	-18.93	1.328e+13
ENSMUST00000090971	14	ENST00000329117	14	8	66.67	3	25	1	8.333	12	0	25.59	6.148e-07
ENSMUST00000090971	14	ENST00000361588	8	3	50	3	50	0	0	6	6	-0.772	1.725e+05
ENSMUST00000090971	14	ENST00000424639	6	2	50	1	25	1	25	4	8	-10.95	4.56e+09
ENSMUST00000090971	14	ENST00000441358	4	0	0	2	100	0	0	2	10	-17.3	2.589e+12
ENSMUST00000090971	14	ENST00000457777	4	0	0	2	100	0	0	2	10	-18.25	6.704e+12
ENSMUST00000113811	8	ENST00000462683	7	4	80	1	20	0	0	5	1	21.1	5.482e-05
ENSMUST00000113811	8	ENST00000374622	6	3	75	1	25	0	0	4	2	6.549	114.1
ENSMUST00000113811	8	ENST00000451537	6	3	75	1	25	0	0	4	2	6.549	114.1
ENSMUST00000151353	7	ENST00000462683	7	3	75	1	25	0	0	4	2	14.4	0.04457
ENSMUST00000151353	7	ENST00000374622	6	2	66.67	0	0	1	33.33	3	3	1.667	1.505e+04
ENSMUST00000151353	7	ENST00000451537	6	2	66.67	0	0	1	33.33	3	3	1.667	1.505e+04
ENSMUST00000054697	7	ENST00000462683	7	4	80	1	20	0	0	5	0	23.1	7.418e-06
ENSMUST00000054697	7	ENST00000374622	6	3	75	1	25	0	0	4	1	8.549	15.45
ENSMUST00000054697	7	ENST00000451537	6	3	75	1	25	0	0	4	1	8.549	15.45
ENSMUST00000124010	3	ENST00000374622	6	0	0	0	0	1	100	1	3	-4.898	1.069e+07
ENSMUST00000124010	3	ENST00000451537	6	0	0	0	0	1	100	1	3	-4.898	1.069e+07
ENSMUST00000124010	3	ENST00000462683	7	0	0	0	0	1	100	1	4	-6.239	4.086e+07
ENSMUST00000054002	2	ENST00000330871	2	0	0	0	0	2	100	2	0	-1.222	2.705e+05
ENSMUST00000054002	2	ENST00000587578	2	0	0	0	0	2	100	2	0	-2.241	7.495e+05
ENSMUST00000051377	19	ENST00000392250	19	16	94.12	1	5.882	0	0	17	0	50.43	1.001e-17
ENSMUST00000051377	19	ENST00000342179	19	16	94.12	1	5.882	0	0	17	0	50.43	1.001e-17
ENSMUST00000051377	19	ENST00000586987	20	16	94.12	1	5.882	0	0	17	1	47.43	2.01e-16
ENSMUST00000051377	19	ENST00000586427	5	2	66.67	1	33.33	0	0	3	14	-20.21	4.748e+13
ENSMUST00000051377	19	ENST00000587077	3	0	0	1	100	0	0	1	16	-30.3	1.145e+18
ENSMUST00000059833	1	ENST00000340446	1	0	0	0	0	1	100	1	0	-1.413	3.273e+05
ENSMUST00000097495	8	ENST00000382713	8	6	100	0	0	0	0	6	0	18.27	0.000925
ENSMUST00000097495	8	ENST00000582992	3	1	100	0	0	0	0	1	5	-6.955	8.355e+07
ENSMUST00000021968	3	ENST00000507253	3	0	0	1	100	0	0	1	0	2.134	9438
ENSMUST00000021968	3	ENST00000502676	3	0	0	1	100	0	0	1	0	2.134	9438
ENSMUST00000021968	3	ENST00000265340	3	0	0	1	100	0	0	1	0	1.413	1.94e+04
ENSMUST00000021968	3	ENST00000503586	3	0	0	1	100	0	0	1	0	1.413	1.94e+04
ENSMUST00000021968	3	ENST00000506438	4	0	0	1	100	0	0	1	1	0.1337	6.974e+04
ENSMUST00000173618	3	ENST00000507253	3	1	100	0	0	0	0	1	0	4.701	724.4
ENSMUST00000173618	3	ENST00000502676	3	1	100	0	0	0	0	1	0	4.701	724.4
ENSMUST00000173618	3	ENST00000265340	3	0	0	1	100	0	0	1	0	1.203	2.395e+04
ENSMUST00000173618	3	ENST00000503586	3	0	0	1	100	0	0	1	0	1.203	2.395e+04
ENSMUST00000173618	3	ENST00000506438	4	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000111879	5	ENST00000416516	5	2	66.67	0	0	1	33.33	3	0	5.495	327.3
ENSMUST00000060792	2	ENST00000357037	2	0	0	1	50	1	50	2	0	1.036	2.829e+04
ENSMUST00000023726	4	ENST00000301046	4	2	100	0	0	0	0	2	0	6.091	180.5
ENSMUST00000023726	4	ENST00000549817	3	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000112318	5	ENST00000496292	5	3	60	1	20	1	20	5	0	8.248	20.86
ENSMUST00000112318	5	ENST00000303436	6	3	60	0	0	2	40	5	1	6.307	145.4
ENSMUST00000112318	5	ENST00000489843	4	2	50	0	0	2	50	4	1	2.849	4614
ENSMUST00000112318	5	ENST00000463880	6	2	50	1	25	1	25	4	3	2.826	4721
ENSMUST00000112318	5	ENST00000488156	2	0	0	0	0	2	100	2	3	-5.963	3.099e+07
ENSMUST00000022429	6	ENST00000463880	6	3	60	0	0	2	40	5	2	11.72	0.647
ENSMUST00000022429	6	ENST00000303436	6	4	66.67	0	0	2	33.33	6	0	9.723	4.775
ENSMUST00000022429	6	ENST00000496292	5	3	60	0	0	2	40	5	1	4.409	969.6
ENSMUST00000022429 2(80)+3(109)+4(71)	4	ENST00000489843	4	2	66.67	0	0	1	33.33	3	2	0.6884	4.005e+04
ENSMUST00000022429	6	ENST00000488156	2	0	0	0	0	2	100	2	4	-8.666	4.624e+08
ENSMUST00000068235	1	ENST00000343684	1	0	0	0	0	1	100	1	0	-1.339	3.042e+05
ENSMUST00000003442	13	ENST00000536187	13	11	100	0	0	0	0	11	0	54.31	2.072e-19
ENSMUST00000003442	13	ENST00000540990	13	11	100	0	0	0	0	11	0	54.31	2.072e-19
ENSMUST00000003442	13	ENST00000301050	13	11	100	0	0	0	0	11	0	54.31	2.072e-19
ENSMUST00000003442	13	ENST00000547392	12	10	100	0	0	0	0	10	1	38.03	2.429e-12
ENSMUST00000003442	13	ENST00000547230	12	10	100	0	0	0	0	10	1	30.47	4.663e-09
ENSMUST00000109150	13	ENST00000536187	13	11	100	0	0	0	0	11	0	54.31	2.072e-19
ENSMUST00000109150	13	ENST00000540990	13	11	100	0	0	0	0	11	0	54.31	2.072e-19
ENSMUST00000109150	13	ENST00000301050	13	11	100	0	0	0	0	11	0	54.31	2.072e-19
ENSMUST00000109150	13	ENST00000547392	12	10	100	0	0	0	0	10	1	38.03	2.429e-12
ENSMUST00000109150	13	ENST00000547230	12	10	100	0	0	0	0	10	1	30.47	4.663e-09
ENSMUST00000120080	12	ENST00000294016	11	8	88.89	0	0	1	11.11	9	1	20.95	6.35e-05
ENSMUST00000120080	12	ENST00000576936	6	4	100	0	0	0	0	4	6	0.1813	6.65e+04
ENSMUST00000120080	12	ENST00000572288	4	1	50	1	50	0	0	2	8	-11.25	6.131e+09
ENSMUST00000117801	11	ENST00000294016	11	9	100	0	0	0	0	9	0	27.41	9.964e-08
ENSMUST00000117801	11	ENST00000576936	6	4	100	0	0	0	0	4	5	2.181	9000
ENSMUST00000117801	11	ENST00000572288	4	1	50	1	50	0	0	2	7	-9.25	8.298e+08
ENSMUST00000005719	10	ENST00000294016	11	8	100	0	0	0	0	8	1	22.36	1.547e-05
ENSMUST00000005719	10	ENST00000576936	6	4	100	0	0	0	0	4	4	4.181	1218
ENSMUST00000005719	10	ENST00000572288	4	1	50	1	50	0	0	2	6	-7.25	1.123e+08
ENSMUST00000108714	7	ENST00000395602	7	3	60	0	0	2	40	5	0	7.488	44.63
ENSMUST00000108714	7	ENST00000395604	7	3	60	0	0	2	40	5	0	7.488	44.63
ENSMUST00000108714	7	ENST00000308406	7	3	60	0	0	2	40	5	0	7.488	44.63
ENSMUST00000108714	7	ENST00000299612	5	2	66.67	0	0	1	33.33	3	2	1.697	1.461e+04
ENSMUST00000108714	7	ENST00000603493	4	1	50	0	0	1	50	2	3	-4.194	5.287e+06
ENSMUST00000079080	7	ENST00000395602	7	3	60	0	0	2	40	5	0	7.737	34.8
ENSMUST00000079080	7	ENST00000395604	7	3	60	0	0	2	40	5	0	7.737	34.8
ENSMUST00000079080	7	ENST00000308406	7	3	60	0	0	2	40	5	0	7.737	34.8
ENSMUST00000079080	7	ENST00000299612	5	2	66.67	0	0	1	33.33	3	2	1.697	1.461e+04
ENSMUST00000079080	7	ENST00000443215	4	1	50	0	0	1	50	2	3	-3.96	4.181e+06
ENSMUST00000101085	6	ENST00000299612	5	1	33.33	0	0	2	66.67	3	1	-0.5265	1.35e+05
ENSMUST00000101085	6	ENST00000395602	7	1	25	0	0	3	75	4	1	-1.228	2.721e+05
ENSMUST00000101085	6	ENST00000395604	7	1	25	0	0	3	75	4	1	-1.228	2.721e+05
ENSMUST00000101085	6	ENST00000308406	7	1	25	0	0	3	75	4	1	-1.228	2.721e+05
ENSMUST00000101085	6	ENST00000443215	4	0	0	0	0	2	100	2	2	-5.145	1.368e+07
ENSMUST00000153441	4	ENST00000603493	4	0	0	1	25	3	75	4	0	2.187	8949
ENSMUST00000153441	4	ENST00000579284	4	0	0	1	33.33	2	66.67	3	2	0.09217	7.27e+04
ENSMUST00000153441	4	ENST00000443215	4	0	0	1	33.33	2	66.67	3	2	-0.7988	1.772e+05
ENSMUST00000153441	4	ENST00000395602	7	0	0	1	25	3	75	4	3	-1.629	4.066e+05
ENSMUST00000153441	4	ENST00000482850	2	0	0	0	0	2	100	2	2	-4.655	8.375e+06
ENSMUST00000179618	9	ENST00000342380	9	7	100	0	0	0	0	7	0	21.32	4.401e-05
ENSMUST00000059839	9	ENST00000342380	9	7	100	0	0	0	0	7	0	21.32	4.401e-05
ENSMUST00000089673	9	ENST00000342380	9	7	100	0	0	0	0	7	0	21.32	4.401e-05
ENSMUST00000156747	7	ENST00000342380	9	5	100	0	0	0	0	5	2	11.23	1.061
ENSMUST00000047275	9	ENST00000330333	9	7	100	0	0	0	0	7	0	34.28	1.035e-10
ENSMUST00000047275	9	ENST00000328735	8	6	100	0	0	0	0	6	1	27.22	1.208e-07
ENSMUST00000047275	9	ENST00000347667	8	6	100	0	0	0	0	6	1	25.56	6.323e-07
ENSMUST00000033326	11	ENST00000450114	11	8	88.89	1	11.11	0	0	9	0	42.26	3.525e-14
ENSMUST00000033326	11	ENST00000299613	11	8	88.89	1	11.11	0	0	9	0	27.79	6.785e-08
ENSMUST00000033326	11	ENST00000530712	6	4	100	0	0	0	0	4	5	2.181	9000
ENSMUST00000033326	11	ENST00000524612	5	3	100	0	0	0	0	3	6	-2.864	1.398e+06
ENSMUST00000033326	11	ENST00000527848	3	0	0	1	100	0	0	1	8	-13.29	4.693e+10
ENSMUST00000040522	5	ENST00000395592	6	1	33.33	1	33.33	1	33.33	3	1	0.6024	4.364e+04
ENSMUST00000040522	5	ENST00000299610	6	1	33.33	1	33.33	1	33.33	3	1	0.6024	4.364e+04
ENSMUST00000040522	5	ENST00000497081	5	1	50	0	0	1	50	2	2	-2.288	7.854e+05
ENSMUST00000064783	6	ENST00000395592	6	3	75	1	25	0	0	4	0	10.03	3.526
ENSMUST00000064783	6	ENST00000299610	6	3	75	1	25	0	0	4	0	10.03	3.526
ENSMUST00000064783	6	ENST00000497081	5	3	100	0	0	0	0	3	1	7.136	63.45
ENSMUST00000067398	11	ENST00000367182	11	6	66.67	3	33.33	0	0	9	0	22.13	1.948e-05
ENSMUST00000067398	11	ENST00000454264	10	6	75	2	25	0	0	8	1	18.72	0.0005913
ENSMUST00000067398	11	ENST00000391947	10	5	62.5	3	37.5	0	0	8	1	17.09	0.003025
ENSMUST00000067398	11	ENST00000621032	12	5	55.56	3	33.33	1	11.11	9	1	16.72	0.004367
ENSMUST00000067398	11	ENST00000614459	8	3	50	2	33.33	1	16.67	6	3	5.643	282.3
ENSMUST00000188090	11	ENST00000367182	11	7	77.78	2	22.22	0	0	9	0	23.76	3.808e-06
ENSMUST00000188090	11	ENST00000454264	10	7	87.5	1	12.5	0	0	8	1	20.35	0.0001156
ENSMUST00000188090	11	ENST00000391947	10	6	75	2	25	0	0	8	1	18.72	0.0005913
ENSMUST00000188090	11	ENST00000621032	12	6	66.67	2	22.22	1	11.11	9	1	18.35	0.0008535
ENSMUST00000188090	11	ENST00000614459	8	3	50	2	33.33	1	16.67	6	3	5.643	282.3
ENSMUST00000067429	12	ENST00000367182	11	7	77.78	2	22.22	0	0	9	1	21.76	2.814e-05
ENSMUST00000067429	12	ENST00000454264	10	7	87.5	1	12.5	0	0	8	2	18.35	0.0008541
ENSMUST00000067429	12	ENST00000391947	10	6	75	2	25	0	0	8	2	16.72	0.004369
ENSMUST00000067429	12	ENST00000621032	12	6	66.67	2	22.22	1	11.11	9	2	16.35	0.006307
ENSMUST00000067429	12	ENST00000614459	8	3	50	2	33.33	1	16.67	6	4	3.643	2086
ENSMUST00000186617	11	ENST00000367182	11	7	77.78	2	22.22	0	0	9	0	23.76	3.808e-06
ENSMUST00000186617	11	ENST00000454264	10	7	87.5	1	12.5	0	0	8	1	20.35	0.0001156
ENSMUST00000186617	11	ENST00000391947	10	6	75	2	25	0	0	8	1	18.72	0.0005913
ENSMUST00000186617	11	ENST00000621032	12	6	66.67	2	22.22	1	11.11	9	1	18.35	0.0008535
ENSMUST00000186617	11	ENST00000614459	8	3	50	2	33.33	1	16.67	6	3	5.643	282.3
ENSMUST00000190807	6	ENST00000612738	5	0	0	2	66.67	1	33.33	3	1	5.535	314.6
ENSMUST00000190807	6	ENST00000616250	7	1	33.33	2	66.67	0	0	3	3	5.397	361.2
ENSMUST00000190807	6	ENST00000507825	6	0	0	1	25	3	75	4	0	4.454	927.7
ENSMUST00000190807	6	ENST00000367180	6	0	0	1	25	3	75	4	0	3.852	1693
ENSMUST00000190807	6	ENST00000614459	8	0	0	1	25	3	75	4	2	0.2269	6.354e+04
ENSMUST00000123339	6	ENST00000577922	7	3	75	1	25	0	0	4	1	16.4	0.006032
ENSMUST00000123339	6	ENST00000584279	5	3	100	0	0	0	0	3	1	13.04	0.1731
